step,vx_5_10,singularity_count,dirichlet
435,2.5493288040e+00,4.1000000000e+01,7.4610000000e+03
436,2.5475065708e+00,4.9000000000e+01,7.4420000000e+03
437,2.5528118610e+00,4.1000000000e+01,7.2960000000e+03
438,2.5512938499e+00,3.8000000000e+01,7.3930000000e+03
439,2.5498039722e+00,5.1000000000e+01,7.4240000000e+03
440,2.5515015125e+00,4.4000000000e+01,7.2300000000e+03
441,2.5503668785e+00,4.1000000000e+01,7.2850000000e+03
442,2.5478138924e+00,3.8000000000e+01,7.3410000000e+03
443,2.5453736782e+00,3.5000000000e+01,7.4970000000e+03
444,2.5424931049e+00,4.8000000000e+01,7.2110000000e+03
445,2.5413992405e+00,4.5000000000e+01,7.3170000000e+03
446,2.5402860641e+00,5.3000000000e+01,7.5060000000e+03
447,2.5402774811e+00,4.1000000000e+01,7.1640000000e+03
448,2.5387539864e+00,4.4000000000e+01,7.4630000000e+03
449,2.5415389538e+00,4.3000000000e+01,7.3360000000e+03
450,2.5434098244e+00,3.4000000000e+01,7.3170000000e+03
451,2.5445559025e+00,4.3000000000e+01,7.3940000000e+03
452,2.5467019081e+00,4.9000000000e+01,7.2310000000e+03
453,2.5447859764e+00,4.3000000000e+01,7.4260000000e+03
454,2.5391969681e+00,3.8000000000e+01,7.4610000000e+03
455,2.5351898670e+00,4.8000000000e+01,7.3060000000e+03
456,2.5385885239e+00,4.7000000000e+01,7.4030000000e+03
457,2.5392706394e+00,4.4000000000e+01,7.4770000000e+03
458,2.5361802578e+00,4.9000000000e+01,7.4080000000e+03
459,2.5358793736e+00,4.0000000000e+01,7.3960000000e+03
460,2.5360417366e+00,5.1000000000e+01,7.4310000000e+03
461,2.5359230042e+00,3.9000000000e+01,7.5180000000e+03
462,2.5342648029e+00,4.1000000000e+01,7.2740000000e+03
463,2.5357534885e+00,4.9000000000e+01,7.2480000000e+03
464,2.5370473862e+00,5.1000000000e+01,7.4590000000e+03
465,2.5382125378e+00,4.6000000000e+01,7.5120000000e+03
466,2.5387511253e+00,3.5000000000e+01,7.4860000000e+03
467,2.5382454395e+00,4.3000000000e+01,7.4420000000e+03
468,2.5373401642e+00,3.7000000000e+01,7.3780000000e+03
469,2.5351974964e+00,5.4000000000e+01,7.4400000000e+03
470,2.5332117081e+00,4.4000000000e+01,7.4390000000e+03
471,2.5331752300e+00,5.4000000000e+01,7.2760000000e+03
472,2.5373818874e+00,3.8000000000e+01,7.3650000000e+03
473,2.5385117531e+00,4.3000000000e+01,7.4840000000e+03
474,2.5361919403e+00,3.6000000000e+01,7.3510000000e+03
475,2.5390968323e+00,3.0000000000e+01,7.5260000000e+03
476,2.5312712193e+00,5.1000000000e+01,7.4040000000e+03
477,2.5328612328e+00,3.5000000000e+01,7.4230000000e+03
478,2.5362527370e+00,4.6000000000e+01,7.3700000000e+03
479,2.5325877666e+00,3.9000000000e+01,7.4430000000e+03
480,2.5368537903e+00,4.5000000000e+01,7.5320000000e+03
481,2.5357692242e+00,3.5000000000e+01,7.4640000000e+03
482,2.5377895832e+00,2.6000000000e+01,7.3470000000e+03
483,2.5371177197e+00,3.4000000000e+01,7.4000000000e+03
484,2.5362162590e+00,3.4000000000e+01,7.4340000000e+03
485,2.5345902443e+00,3.6000000000e+01,7.4190000000e+03
486,2.5326960087e+00,4.8000000000e+01,7.3370000000e+03
487,2.5316619873e+00,3.8000000000e+01,7.4610000000e+03
488,2.5319969654e+00,4.9000000000e+01,7.3360000000e+03
489,2.5329794884e+00,4.7000000000e+01,7.3990000000e+03
490,2.5341992378e+00,4.6000000000e+01,7.3890000000e+03
491,2.5382990837e+00,5.0000000000e+01,7.4700000000e+03
492,2.5377774239e+00,4.6000000000e+01,7.4140000000e+03
493,2.5413186550e+00,4.0000000000e+01,7.3890000000e+03
494,2.5423395634e+00,4.1000000000e+01,7.3300000000e+03
495,2.5411593914e+00,3.9000000000e+01,7.5200000000e+03
496,2.5443584919e+00,3.0000000000e+01,7.5270000000e+03
497,2.5485641956e+00,2.6000000000e+01,7.3710000000e+03
498,2.5478386879e+00,4.5000000000e+01,7.3610000000e+03
499,2.5504031181e+00,5.5000000000e+01,7.3660000000e+03
500,2.5515413284e+00,4.3000000000e+01,7.4090000000e+03
501,2.5427670479e+00,4.4000000000e+01,7.4630000000e+03
502,2.5454819202e+00,4.6000000000e+01,7.3980000000e+03
503,2.5421192646e+00,4.0000000000e+01,7.4140000000e+03
504,2.5449774265e+00,4.0000000000e+01,7.3530000000e+03
505,2.5410633087e+00,4.4000000000e+01,7.2770000000e+03
506,2.5412175655e+00,4.0000000000e+01,7.4390000000e+03
507,2.5433108807e+00,5.2000000000e+01,7.3220000000e+03
508,2.5425817966e+00,5.2000000000e+01,7.4370000000e+03
509,2.5423650742e+00,5.1000000000e+01,7.3470000000e+03
510,2.5420181751e+00,4.1000000000e+01,7.4790000000e+03
511,2.5386474133e+00,4.0000000000e+01,7.3870000000e+03
512,2.5396959782e+00,4.5000000000e+01,7.4010000000e+03
513,2.5391035080e+00,4.2000000000e+01,7.4920000000e+03
514,2.5391650200e+00,4.3000000000e+01,7.4640000000e+03
515,2.5395107269e+00,3.7000000000e+01,7.3990000000e+03
516,2.5392208099e+00,3.4000000000e+01,7.5620000000e+03
517,2.5401065350e+00,3.5000000000e+01,7.3480000000e+03
518,2.5432345867e+00,3.2000000000e+01,7.4750000000e+03
519,2.5412390232e+00,4.2000000000e+01,7.2760000000e+03
520,2.5420355797e+00,4.2000000000e+01,7.3800000000e+03
521,2.5415575504e+00,4.1000000000e+01,7.0300000000e+03
522,2.5451819897e+00,4.3000000000e+01,7.4040000000e+03
523,2.5442581177e+00,4.8000000000e+01,7.3500000000e+03
524,2.5411016941e+00,4.9000000000e+01,7.4320000000e+03
525,2.5378489494e+00,4.8000000000e+01,7.5850000000e+03
526,2.5405681133e+00,4.2000000000e+01,7.4800000000e+03
527,2.5422148705e+00,4.1000000000e+01,7.4670000000e+03
528,2.5418157578e+00,5.6000000000e+01,7.5200000000e+03
529,2.5392556190e+00,4.9000000000e+01,7.5630000000e+03
530,2.5427093506e+00,4.9000000000e+01,7.5360000000e+03
531,2.5403842926e+00,3.8000000000e+01,7.4440000000e+03
532,2.5389294624e+00,4.4000000000e+01,7.3850000000e+03
533,2.5422265530e+00,3.0000000000e+01,7.3530000000e+03
534,2.5408680439e+00,3.7000000000e+01,7.4520000000e+03
535,2.5424308777e+00,5.2000000000e+01,7.4420000000e+03
536,2.5421359539e+00,5.5000000000e+01,7.4850000000e+03
537,2.5433619022e+00,4.9000000000e+01,7.4690000000e+03
538,2.5421943665e+00,5.7000000000e+01,7.4870000000e+03
539,2.5417332649e+00,2.9000000000e+01,7.5110000000e+03
540,2.5399084091e+00,5.3000000000e+01,7.3810000000e+03
541,2.5378158092e+00,4.0000000000e+01,7.4150000000e+03
542,2.5359816551e+00,4.8000000000e+01,7.4520000000e+03
543,2.5361113548e+00,3.8000000000e+01,7.5250000000e+03
544,2.5320930481e+00,3.0000000000e+01,7.6080000000e+03
545,2.5292239189e+00,5.0000000000e+01,7.3450000000e+03
546,2.5331165791e+00,3.5000000000e+01,7.4000000000e+03
547,2.5281350613e+00,4.2000000000e+01,7.2190000000e+03
548,2.5279862881e+00,4.5000000000e+01,7.3970000000e+03
549,2.5250937939e+00,5.5000000000e+01,7.4030000000e+03
550,2.5281128883e+00,4.2000000000e+01,7.4420000000e+03
551,2.5272700787e+00,5.1000000000e+01,7.4280000000e+03
552,2.5304818153e+00,4.2000000000e+01,7.4670000000e+03
553,2.5312008858e+00,4.3000000000e+01,7.4400000000e+03
554,2.5300374031e+00,5.0000000000e+01,7.3670000000e+03
555,2.5292754173e+00,5.1000000000e+01,7.4430000000e+03
556,2.5307633877e+00,4.6000000000e+01,7.5280000000e+03
557,2.5328931808e+00,6.3000000000e+01,7.3360000000e+03
558,2.5342931747e+00,4.3000000000e+01,7.4070000000e+03
559,2.5351736546e+00,4.8000000000e+01,7.3450000000e+03
560,2.5352637768e+00,3.5000000000e+01,7.3680000000e+03
561,2.5361981392e+00,4.5000000000e+01,7.5050000000e+03
562,2.5343325138e+00,4.5000000000e+01,7.3810000000e+03
563,2.5331389904e+00,4.1000000000e+01,7.3870000000e+03
564,2.5327425003e+00,5.6000000000e+01,7.4330000000e+03
565,2.5324347019e+00,5.8000000000e+01,7.4360000000e+03
566,2.5348169804e+00,5.1000000000e+01,7.4370000000e+03
567,2.5320751667e+00,4.7000000000e+01,7.4140000000e+03
568,2.5310947895e+00,4.1000000000e+01,7.4110000000e+03
569,2.5336413383e+00,4.1000000000e+01,7.4010000000e+03
570,2.5368711948e+00,4.2000000000e+01,7.2910000000e+03
571,2.5382649899e+00,5.1000000000e+01,7.5030000000e+03
572,2.5440533161e+00,4.0000000000e+01,7.4040000000e+03
573,2.5465483665e+00,4.0000000000e+01,7.3600000000e+03
574,2.5445725918e+00,3.9000000000e+01,7.4540000000e+03
575,2.5464534760e+00,3.9000000000e+01,7.3150000000e+03
576,2.5494375229e+00,4.6000000000e+01,7.5280000000e+03
577,2.5520620346e+00,3.9000000000e+01,7.4870000000e+03
578,2.5502805710e+00,4.5000000000e+01,7.4200000000e+03
579,2.5523505211e+00,4.3000000000e+01,7.2850000000e+03
580,2.5519158840e+00,5.3000000000e+01,7.3770000000e+03
581,2.5526700020e+00,4.5000000000e+01,7.3310000000e+03
582,2.5520529747e+00,4.1000000000e+01,7.5130000000e+03
583,2.5509655476e+00,3.1000000000e+01,7.3480000000e+03
584,2.5521008968e+00,5.3000000000e+01,7.4070000000e+03
585,2.5528621674e+00,6.3000000000e+01,7.3220000000e+03
586,2.5511255264e+00,3.4000000000e+01,7.3650000000e+03
587,2.5524814129e+00,4.4000000000e+01,7.3900000000e+03
588,2.5522778034e+00,4.5000000000e+01,7.3410000000e+03
589,2.5511522293e+00,3.5000000000e+01,7.3470000000e+03
590,2.5523488522e+00,5.1000000000e+01,7.3430000000e+03
591,2.5503053665e+00,4.9000000000e+01,7.4640000000e+03
592,2.5461685658e+00,5.1000000000e+01,7.4830000000e+03
593,2.5457563400e+00,4.6000000000e+01,7.5780000000e+03
594,2.5455186367e+00,5.2000000000e+01,7.2220000000e+03
595,2.5450775623e+00,4.0000000000e+01,7.4850000000e+03
596,2.5436911583e+00,4.1000000000e+01,7.3870000000e+03
597,2.5415236950e+00,4.2000000000e+01,7.4010000000e+03
598,2.5428721905e+00,4.1000000000e+01,7.3330000000e+03
599,2.5421395302e+00,5.9000000000e+01,7.2620000000e+03
600,2.5409300327e+00,4.1000000000e+01,7.4210000000e+03
601,2.5409536362e+00,3.7000000000e+01,7.3730000000e+03
602,2.5401914120e+00,3.9000000000e+01,7.3120000000e+03
603,2.5391290188e+00,5.0000000000e+01,7.5090000000e+03
604,2.5388243198e+00,4.5000000000e+01,7.3580000000e+03
605,2.5384459496e+00,4.5000000000e+01,7.4200000000e+03
606,2.5426378250e+00,4.6000000000e+01,7.3260000000e+03
607,2.5377347469e+00,3.9000000000e+01,7.5830000000e+03
608,2.5379281044e+00,4.6000000000e+01,7.3290000000e+03
609,2.5373237133e+00,6.1000000000e+01,7.4680000000e+03
610,2.5410261154e+00,4.7000000000e+01,7.6070000000e+03
611,2.5435237885e+00,5.6000000000e+01,7.3070000000e+03
612,2.5362129211e+00,5.3000000000e+01,7.3940000000e+03
613,2.5422339439e+00,3.0000000000e+01,7.5340000000e+03
614,2.5376899242e+00,4.0000000000e+01,7.3960000000e+03
615,2.5377469063e+00,4.5000000000e+01,7.4610000000e+03
616,2.5334129333e+00,5.1000000000e+01,7.3880000000e+03
617,2.5344002247e+00,2.9000000000e+01,7.5160000000e+03
618,2.5321848392e+00,3.6000000000e+01,7.4350000000e+03
619,2.5320036411e+00,4.7000000000e+01,7.4490000000e+03
620,2.5342998505e+00,4.5000000000e+01,7.5270000000e+03
621,2.5353682041e+00,5.2000000000e+01,7.3510000000e+03
622,2.5356454849e+00,4.1000000000e+01,7.3900000000e+03
623,2.5357108116e+00,4.5000000000e+01,7.4520000000e+03
624,2.5362370014e+00,4.3000000000e+01,7.4400000000e+03
625,2.5352997780e+00,4.2000000000e+01,7.3910000000e+03
626,2.5342640877e+00,3.4000000000e+01,7.4750000000e+03
627,2.5331931114e+00,4.3000000000e+01,7.4890000000e+03
628,2.5366570950e+00,4.2000000000e+01,7.3770000000e+03
629,2.5276024342e+00,4.9000000000e+01,7.5080000000e+03
630,2.5287401676e+00,2.8000000000e+01,7.2600000000e+03
631,2.5310766697e+00,5.9000000000e+01,7.3640000000e+03
632,2.5300559998e+00,3.6000000000e+01,7.2590000000e+03
633,2.5303835869e+00,4.4000000000e+01,7.4600000000e+03
634,2.5327143669e+00,4.2000000000e+01,7.4740000000e+03
635,2.5354862213e+00,4.3000000000e+01,7.3550000000e+03
636,2.5326800346e+00,4.1000000000e+01,7.3960000000e+03
637,2.5327587128e+00,3.1000000000e+01,7.4300000000e+03
638,2.5342869759e+00,5.0000000000e+01,6.9770000000e+03
639,2.5313055515e+00,4.3000000000e+01,7.5630000000e+03
640,2.5311033726e+00,4.0000000000e+01,7.4070000000e+03
641,2.5317046642e+00,3.2000000000e+01,7.1910000000e+03
642,2.5316872597e+00,4.6000000000e+01,7.4600000000e+03
643,2.5311515331e+00,4.1000000000e+01,7.4590000000e+03
644,2.5308008194e+00,3.7000000000e+01,7.4870000000e+03
645,2.5317697525e+00,2.6000000000e+01,7.3860000000e+03
646,2.5354478359e+00,5.4000000000e+01,7.4200000000e+03
647,2.5369086266e+00,3.7000000000e+01,7.3930000000e+03
648,2.5369617939e+00,5.0000000000e+01,7.5030000000e+03
649,2.5411546230e+00,3.5000000000e+01,7.4020000000e+03
650,2.5444755554e+00,4.2000000000e+01,7.3070000000e+03
651,2.5443294048e+00,4.7000000000e+01,7.4710000000e+03
652,2.5412545204e+00,4.7000000000e+01,7.4290000000e+03
653,2.5464913845e+00,5.5000000000e+01,7.3590000000e+03
654,2.5504150391e+00,4.3000000000e+01,7.4710000000e+03
655,2.5522038937e+00,4.1000000000e+01,7.2280000000e+03
656,2.5507476330e+00,4.8000000000e+01,7.4460000000e+03
657,2.5518300533e+00,4.8000000000e+01,7.4720000000e+03
658,2.5518968105e+00,3.3000000000e+01,7.2650000000e+03
659,2.5542118549e+00,4.3000000000e+01,7.3220000000e+03
660,2.5541870594e+00,4.9000000000e+01,7.4280000000e+03
661,2.5536589622e+00,5.3000000000e+01,7.4900000000e+03
662,2.5515780449e+00,5.1000000000e+01,7.3580000000e+03
663,2.5498833656e+00,3.2000000000e+01,7.1280000000e+03
664,2.5482172966e+00,4.9000000000e+01,7.3460000000e+03
665,2.5475170612e+00,4.9000000000e+01,7.3620000000e+03
666,2.5474622250e+00,4.2000000000e+01,7.3420000000e+03
667,2.5489299297e+00,4.4000000000e+01,7.4580000000e+03
668,2.5499904156e+00,4.3000000000e+01,7.4290000000e+03
669,2.5473310947e+00,4.3000000000e+01,7.3860000000e+03
670,2.5464334488e+00,4.6000000000e+01,7.5090000000e+03
671,2.5465059280e+00,5.6000000000e+01,7.3240000000e+03
672,2.5467002392e+00,3.7000000000e+01,7.3470000000e+03
673,2.5434772968e+00,3.6000000000e+01,7.4770000000e+03
674,2.5421452522e+00,4.0000000000e+01,7.3040000000e+03
675,2.5399630070e+00,4.3000000000e+01,7.3810000000e+03
676,2.5436124802e+00,3.7000000000e+01,7.5360000000e+03
677,2.5429692268e+00,4.7000000000e+01,7.2210000000e+03
678,2.5422360897e+00,3.8000000000e+01,7.2750000000e+03
679,2.5425174236e+00,4.8000000000e+01,7.5100000000e+03
680,2.5402243137e+00,3.6000000000e+01,7.4060000000e+03
681,2.5413155556e+00,4.3000000000e+01,7.3560000000e+03
682,2.5414938927e+00,4.9000000000e+01,7.4210000000e+03
683,2.5415368080e+00,4.5000000000e+01,7.4540000000e+03
684,2.5429081917e+00,4.7000000000e+01,7.3910000000e+03
685,2.5444431305e+00,3.9000000000e+01,7.4460000000e+03
686,2.5429584980e+00,3.7000000000e+01,7.3560000000e+03
687,2.5436511040e+00,4.5000000000e+01,7.4140000000e+03
688,2.5415754318e+00,3.6000000000e+01,7.4630000000e+03
689,2.5409457684e+00,4.1000000000e+01,7.4390000000e+03
690,2.5402786732e+00,3.8000000000e+01,7.4190000000e+03
691,2.5377044678e+00,5.9000000000e+01,7.3170000000e+03
692,2.5399544239e+00,3.9000000000e+01,7.3890000000e+03
693,2.5353629589e+00,3.7000000000e+01,7.2190000000e+03
694,2.5379531384e+00,4.7000000000e+01,7.2820000000e+03
695,2.5384533405e+00,4.4000000000e+01,7.2520000000e+03
696,2.5403370857e+00,5.3000000000e+01,7.4340000000e+03
697,2.5414557457e+00,4.4000000000e+01,7.4030000000e+03
698,2.5408034325e+00,3.7000000000e+01,7.4450000000e+03
699,2.5368943214e+00,4.9000000000e+01,7.4450000000e+03
700,2.5363044739e+00,3.7000000000e+01,7.3680000000e+03
701,2.5370471478e+00,3.3000000000e+01,7.3150000000e+03
702,2.5355184078e+00,4.8000000000e+01,7.4730000000e+03
703,2.5344815254e+00,4.8000000000e+01,7.3680000000e+03
704,2.5330998898e+00,3.6000000000e+01,7.2750000000e+03
705,2.5302648544e+00,4.7000000000e+01,7.3850000000e+03
706,2.5277323723e+00,4.7000000000e+01,7.4250000000e+03
707,2.5278639793e+00,4.7000000000e+01,7.3580000000e+03
708,2.5324282646e+00,4.0000000000e+01,7.3540000000e+03
709,2.5260026455e+00,3.9000000000e+01,7.4910000000e+03
710,2.5286653042e+00,3.8000000000e+01,7.4240000000e+03
711,2.5319449902e+00,4.5000000000e+01,7.4780000000e+03
712,2.5310409069e+00,4.9000000000e+01,7.3930000000e+03
713,2.5297157764e+00,5.2000000000e+01,7.1460000000e+03
714,2.5342929363e+00,3.6000000000e+01,7.4040000000e+03
715,2.5322546959e+00,3.3000000000e+01,7.3710000000e+03
716,2.5308520794e+00,4.1000000000e+01,7.5620000000e+03
717,2.5300736427e+00,4.4000000000e+01,7.1640000000e+03
718,2.5316083431e+00,4.8000000000e+01,7.3950000000e+03
719,2.5291471481e+00,4.2000000000e+01,7.4460000000e+03
720,2.5305380821e+00,5.0000000000e+01,7.4260000000e+03
721,2.5314786434e+00,4.5000000000e+01,7.2980000000e+03
722,2.5341756344e+00,5.1000000000e+01,7.2800000000e+03
723,2.5347309113e+00,4.6000000000e+01,7.4640000000e+03
724,2.5363342762e+00,4.4000000000e+01,7.5020000000e+03
725,2.5377662182e+00,4.8000000000e+01,7.3410000000e+03
726,2.5367827415e+00,2.4000000000e+01,7.3140000000e+03
727,2.5355246067e+00,4.4000000000e+01,7.4930000000e+03
728,2.5377960205e+00,5.4000000000e+01,7.4900000000e+03
729,2.5378837585e+00,4.5000000000e+01,7.2530000000e+03
730,2.5366702080e+00,4.9000000000e+01,7.3590000000e+03
731,2.5408802032e+00,3.8000000000e+01,7.4640000000e+03
732,2.5409364700e+00,4.5000000000e+01,7.3900000000e+03
733,2.5447881222e+00,3.9000000000e+01,7.5300000000e+03
734,2.5434143543e+00,4.3000000000e+01,7.1660000000e+03
735,2.5419182777e+00,4.8000000000e+01,7.3880000000e+03
736,2.5416181087e+00,4.3000000000e+01,7.4500000000e+03
737,2.5479013920e+00,4.7000000000e+01,7.3890000000e+03
738,2.5480887890e+00,4.2000000000e+01,7.4220000000e+03
739,2.5476911068e+00,4.6000000000e+01,7.3660000000e+03
740,2.5480816364e+00,5.0000000000e+01,7.4330000000e+03
741,2.5503735542e+00,5.7000000000e+01,7.2510000000e+03
742,2.5510756969e+00,4.7000000000e+01,7.4260000000e+03
743,2.5505721569e+00,4.2000000000e+01,7.3960000000e+03
744,2.5528967381e+00,4.0000000000e+01,7.2700000000e+03
745,2.5515363216e+00,4.5000000000e+01,7.3590000000e+03
746,2.5538983345e+00,4.0000000000e+01,7.4010000000e+03
747,2.5438184738e+00,6.0000000000e+01,7.5110000000e+03
748,2.5461790562e+00,3.5000000000e+01,7.3750000000e+03
749,2.5451767445e+00,4.7000000000e+01,7.5050000000e+03
750,2.5454220772e+00,3.8000000000e+01,7.5450000000e+03
751,2.5419540405e+00,3.6000000000e+01,7.3360000000e+03
752,2.5447452068e+00,4.6000000000e+01,7.3870000000e+03
753,2.5423188210e+00,4.9000000000e+01,7.5690000000e+03
754,2.5466320515e+00,4.9000000000e+01,7.2700000000e+03
755,2.5402095318e+00,4.8000000000e+01,7.4020000000e+03
756,2.5412423611e+00,5.2000000000e+01,7.3530000000e+03
757,2.5374431610e+00,5.5000000000e+01,7.3480000000e+03
758,2.5327348709e+00,4.2000000000e+01,7.4910000000e+03
759,2.5355908871e+00,4.9000000000e+01,7.2930000000e+03
760,2.5346651077e+00,4.8000000000e+01,7.3570000000e+03
761,2.5346968174e+00,3.2000000000e+01,7.3050000000e+03
762,2.5342357159e+00,6.3000000000e+01,7.4420000000e+03
763,2.5341074467e+00,5.4000000000e+01,7.4380000000e+03
764,2.5358135700e+00,4.9000000000e+01,7.4430000000e+03
765,2.5349237919e+00,5.3000000000e+01,7.2940000000e+03
766,2.5340361595e+00,4.6000000000e+01,7.3280000000e+03
767,2.5356023312e+00,4.6000000000e+01,7.4670000000e+03
768,2.5338864326e+00,5.3000000000e+01,7.3680000000e+03
769,2.5336983204e+00,5.7000000000e+01,7.3630000000e+03
770,2.5333273411e+00,5.4000000000e+01,7.3540000000e+03
771,2.5306012630e+00,4.9000000000e+01,7.3070000000e+03
772,2.5340361595e+00,4.6000000000e+01,7.4380000000e+03
773,2.5272552967e+00,3.9000000000e+01,7.4110000000e+03
774,2.5284590721e+00,4.4000000000e+01,7.3600000000e+03
775,2.5335423946e+00,4.1000000000e+01,7.4380000000e+03
776,2.5314638615e+00,4.0000000000e+01,7.3960000000e+03
777,2.5349826813e+00,4.0000000000e+01,7.3040000000e+03
778,2.5325684547e+00,4.8000000000e+01,7.3580000000e+03
779,2.5346193314e+00,4.9000000000e+01,7.3590000000e+03
780,2.5333683491e+00,4.3000000000e+01,7.3960000000e+03
781,2.5356678963e+00,4.2000000000e+01,7.2210000000e+03
782,2.5362672806e+00,5.6000000000e+01,7.4090000000e+03
783,2.5362799168e+00,6.4000000000e+01,7.3830000000e+03
784,2.5380873680e+00,3.8000000000e+01,7.3030000000e+03
785,2.5362648964e+00,2.7000000000e+01,7.5830000000e+03
786,2.5363943577e+00,3.6000000000e+01,7.3130000000e+03
787,2.5299596786e+00,4.5000000000e+01,7.3470000000e+03
788,2.5334372520e+00,4.8000000000e+01,7.4220000000e+03
789,2.5368742943e+00,4.5000000000e+01,7.2860000000e+03
790,2.5331687927e+00,2.9000000000e+01,7.3740000000e+03
791,2.5307240486e+00,3.5000000000e+01,7.3450000000e+03
792,2.5412986279e+00,3.4000000000e+01,7.4900000000e+03
793,2.5328056812e+00,3.2000000000e+01,7.3840000000e+03
794,2.5318949223e+00,5.4000000000e+01,7.2370000000e+03
795,2.5360591412e+00,4.1000000000e+01,7.3810000000e+03
796,2.5372655392e+00,4.6000000000e+01,7.3800000000e+03
797,2.5378575325e+00,5.4000000000e+01,7.3520000000e+03
798,2.5390462875e+00,3.5000000000e+01,7.5500000000e+03
799,2.5401568413e+00,4.4000000000e+01,7.4300000000e+03
800,2.5407614708e+00,4.2000000000e+01,7.1750000000e+03
801,2.5408263206e+00,4.2000000000e+01,7.5460000000e+03
802,2.5422565937e+00,5.1000000000e+01,7.3770000000e+03
803,2.5412659645e+00,5.9000000000e+01,7.2450000000e+03
804,2.5409638882e+00,3.7000000000e+01,7.4890000000e+03
805,2.5412893295e+00,4.9000000000e+01,7.3130000000e+03
806,2.5432767868e+00,4.7000000000e+01,7.5340000000e+03
807,2.5415189266e+00,3.3000000000e+01,7.3140000000e+03
808,2.5419709682e+00,4.3000000000e+01,7.3840000000e+03
809,2.5412814617e+00,2.9000000000e+01,7.4630000000e+03
810,2.5459263325e+00,4.8000000000e+01,7.5630000000e+03
811,2.5458357334e+00,3.8000000000e+01,7.3770000000e+03
812,2.5457661152e+00,5.2000000000e+01,7.4800000000e+03
813,2.5496313572e+00,3.7000000000e+01,7.3360000000e+03
814,2.5502929688e+00,3.4000000000e+01,7.3630000000e+03
815,2.5525813103e+00,3.8000000000e+01,7.3110000000e+03
816,2.5490393639e+00,4.6000000000e+01,7.3710000000e+03
817,2.5452358723e+00,4.6000000000e+01,7.4150000000e+03
818,2.5439805984e+00,5.3000000000e+01,7.4280000000e+03
819,2.5442235470e+00,5.2000000000e+01,7.4110000000e+03
820,2.5430984497e+00,3.8000000000e+01,7.4050000000e+03
821,2.5422127247e+00,4.0000000000e+01,7.2520000000e+03
822,2.5434033871e+00,3.7000000000e+01,7.3280000000e+03
823,2.5431935787e+00,3.0000000000e+01,7.5480000000e+03
824,2.5442392826e+00,4.4000000000e+01,7.3570000000e+03
825,2.5446004868e+00,5.1000000000e+01,7.4560000000e+03
826,2.5475409031e+00,4.9000000000e+01,7.5280000000e+03
827,2.5483658314e+00,3.5000000000e+01,7.2860000000e+03
828,2.5422434807e+00,4.4000000000e+01,7.3890000000e+03
829,2.5436570644e+00,5.4000000000e+01,7.3440000000e+03
830,2.5387792587e+00,5.1000000000e+01,7.3240000000e+03
831,2.5390129089e+00,4.8000000000e+01,7.4850000000e+03
832,2.5409281254e+00,6.0000000000e+01,7.4390000000e+03
833,2.5426883698e+00,3.4000000000e+01,7.3520000000e+03
834,2.5426013470e+00,4.7000000000e+01,7.4170000000e+03
835,2.5394508839e+00,3.8000000000e+01,7.5160000000e+03
836,2.5383865833e+00,4.2000000000e+01,7.4370000000e+03
837,2.5384726524e+00,5.9000000000e+01,7.3600000000e+03
838,2.5368552208e+00,3.9000000000e+01,7.3820000000e+03
839,2.5365974903e+00,4.2000000000e+01,7.4710000000e+03
840,2.5376489162e+00,4.8000000000e+01,7.3320000000e+03
841,2.5345239639e+00,4.6000000000e+01,7.2850000000e+03
842,2.5361983776e+00,5.3000000000e+01,7.4190000000e+03
843,2.5375356674e+00,3.2000000000e+01,7.4950000000e+03
844,2.5358657837e+00,4.5000000000e+01,7.4820000000e+03
845,2.5330510139e+00,4.3000000000e+01,7.4040000000e+03
846,2.5340678692e+00,5.0000000000e+01,7.2750000000e+03
847,2.5278408527e+00,4.4000000000e+01,7.4320000000e+03
848,2.5321719646e+00,4.2000000000e+01,7.5380000000e+03
849,2.5310516357e+00,4.8000000000e+01,7.4220000000e+03
850,2.5324499607e+00,3.9000000000e+01,7.2980000000e+03
851,2.5333325863e+00,4.4000000000e+01,7.3380000000e+03
852,2.5290391445e+00,4.1000000000e+01,7.2890000000e+03
853,2.5319311619e+00,4.6000000000e+01,7.3200000000e+03
854,2.5277726650e+00,4.7000000000e+01,7.3540000000e+03
855,2.5274286270e+00,3.9000000000e+01,7.3990000000e+03
856,2.5248575211e+00,3.6000000000e+01,7.3850000000e+03
857,2.5330607891e+00,4.6000000000e+01,7.2650000000e+03
858,2.5251843929e+00,4.1000000000e+01,7.3940000000e+03
859,2.5295834541e+00,4.5000000000e+01,7.4080000000e+03
860,2.5337505341e+00,4.1000000000e+01,7.5650000000e+03
861,2.5268032551e+00,5.4000000000e+01,7.3660000000e+03
862,2.5313775539e+00,5.6000000000e+01,7.4180000000e+03
863,2.5309703350e+00,4.1000000000e+01,7.4490000000e+03
864,2.5331726074e+00,3.9000000000e+01,7.4210000000e+03
865,2.5321557522e+00,3.7000000000e+01,7.3470000000e+03
866,2.5368995667e+00,4.3000000000e+01,7.3680000000e+03
867,2.5356810093e+00,3.3000000000e+01,6.6770000000e+03
868,2.5370945930e+00,4.1000000000e+01,7.4460000000e+03
869,2.5366485119e+00,3.4000000000e+01,7.3210000000e+03
870,2.5376067162e+00,4.0000000000e+01,7.5210000000e+03
