step,vx_300_100,vy_300_100,pressure_300_100,Cd,Cl,singularity_count
34,3.9928514957e+00,1.2702880485e-04,5.3905029297e+02,1.1733342409e+00,-1.7501831462e-04,0.0000000000e+00
35,3.9934959412e+00,1.9548585988e-04,5.1719641113e+02,1.1655039787e+00,-1.5441894357e-04,0.0000000000e+00
36,3.9941573143e+00,7.9282413935e-05,4.9979254150e+02,1.1614669561e+00,-1.9004821661e-04,0.0000000000e+00
37,3.9948041439e+00,7.0476962719e-05,5.0176171875e+02,1.1842001677e+00,-1.8653870211e-04,0.0000000000e+00
38,3.9955210686e+00,1.1575050303e-04,4.7592929077e+02,1.1735694408e+00,-2.1049499628e-04,0.0000000000e+00
39,3.9962720871e+00,2.3735628929e-07,4.9726495361e+02,1.1953628063e+00,-1.8310546875e-04,0.0000000000e+00
40,3.9971356392e+00,4.2864776333e-06,4.9726495361e+02,1.1953628063e+00,-1.8310546875e-04,0.0000000000e+00
41,3.9979896545e+00,1.2555243302e-05,4.9726495361e+02,1.1953628063e+00,-1.8310546875e-04,0.0000000000e+00
42,3.9980721474e+00,1.5119303134e-04,4.8780746460e+02,1.2095335722e+00,-2.3094177595e-04,0.0000000000e+00
43,3.9980087280e+00,1.0891252896e-04,4.8780746460e+02,1.2095335722e+00,-2.3094177595e-04,0.0000000000e+00
44,3.9999051094e+00,-8.2901889982e-05,5.4504351807e+02,1.2104204893e+00,-3.3676146995e-04,0.0000000000e+00
45,4.0002150536e+00,1.0993106844e-04,5.4255383301e+02,1.2242993116e+00,-1.3053894509e-04,0.0000000000e+00
46,4.0011172295e+00,-2.3910299933e-04,6.0743658447e+02,1.2148432732e+00,-1.7547607422e-04,0.0000000000e+00
47,4.0018005371e+00,1.4709550305e-04,5.8825653076e+02,1.2031037807e+00,-3.3302308293e-04,0.0000000000e+00
48,4.0028405190e+00,-1.4292597189e-04,6.6580664062e+02,1.2168313265e+00,-3.5629273043e-04,0.0000000000e+00
49,4.0034055710e+00,-3.4075806616e-04,6.6487554932e+02,1.2242122889e+00,-1.7845153343e-04,0.0000000000e+00
50,4.0044670105e+00,3.7161564251e-05,7.1922808838e+02,1.2101542950e+00,-2.5245666620e-04,0.0000000000e+00
51,4.0052661896e+00,3.1650110031e-05,7.5069506836e+02,1.2229293585e+00,-2.7450561174e-04,0.0000000000e+00
52,4.0062937737e+00,-2.3562034767e-04,7.5929711914e+02,1.2094877958e+00,-2.7343750116e-04,0.0000000000e+00
53,4.0069861412e+00,4.4333242113e-04,7.8754583740e+02,1.2212717533e+00,-2.9129028553e-04,0.0000000000e+00
54,4.0081887245e+00,-3.1636707718e-04,7.8030163574e+02,1.2118839025e+00,-2.4856568780e-04,0.0000000000e+00
55,4.0080919266e+00,4.6180048957e-04,7.7884088135e+02,1.2179932594e+00,-3.0868529575e-04,0.0000000000e+00
56,4.0089259148e+00,2.5677139638e-04,7.6297369385e+02,1.2160022259e+00,-3.0586242792e-04,0.0000000000e+00
57,4.0105156898e+00,-1.1694946443e-04,7.4896435547e+02,1.2120000124e+00,-2.2392273240e-04,0.0000000000e+00
58,4.0115342140e+00,3.0049300403e-04,6.9593359375e+02,1.2165412903e+00,-2.8533936711e-04,0.0000000000e+00
59,4.0115690231e+00,3.0218949541e-04,6.1696893311e+02,1.2224593163e+00,-3.3157347934e-04,0.0000000000e+00
60,4.0124778748e+00,4.6380900312e-04,5.6298779297e+02,1.2188613415e+00,-2.7526856866e-04,0.0000000000e+00
61,4.0125617981e+00,3.6413199268e-04,3.3169628906e+02,1.2254997492e+00,-3.0410767067e-04,0.0000000000e+00
62,4.0129146576e+00,3.7429248914e-04,3.3169628906e+02,1.2254997492e+00,-3.0410767067e-04,0.0000000000e+00
63,4.0127248764e+00,3.6691356217e-04,-2.0227066040e+02,1.2267671824e+00,-2.9914855259e-04,0.0000000000e+00
64,4.0123329163e+00,3.6244286457e-04,-2.0227066040e+02,1.2267671824e+00,-2.9914855259e-04,0.0000000000e+00
65,4.0121979713e+00,5.0040858332e-04,-3.0539770508e+02,1.2324787378e+00,-3.0960084405e-04,0.0000000000e+00
66,4.0119390488e+00,3.1704083085e-04,-3.4622045898e+02,1.2256650925e+00,-3.2852173899e-04,0.0000000000e+00
67,4.0117073059e+00,2.4956799462e-04,-3.7977941895e+02,1.2296094894e+00,-3.2081603422e-04,0.0000000000e+00
68,4.0115976334e+00,2.0925412537e-04,-3.7977941895e+02,1.2296094894e+00,-3.2081603422e-04,0.0000000000e+00
69,4.0107960701e+00,3.7082405470e-05,-4.1927401733e+02,1.2343645096e+00,-3.4515382140e-04,0.0000000000e+00
70,4.0100736618e+00,7.4582708294e-06,-4.1927401733e+02,1.2343645096e+00,-3.4515382140e-04,0.0000000000e+00
71,4.0097532272e+00,7.7623997640e-05,-4.4944882202e+02,1.2249152660e+00,-3.7246703869e-04,0.0000000000e+00
72,4.0090794563e+00,5.2271483582e-05,-4.3831652832e+02,1.2281464338e+00,-3.2585143344e-04,0.0000000000e+00
73,4.0087437630e+00,-2.6608191547e-05,-4.7199844360e+02,1.2233027220e+00,-3.7940978655e-04,0.0000000000e+00
74,4.0079741478e+00,1.1122661817e-04,-4.3071807861e+02,1.2238579988e+00,-3.6926270695e-04,0.0000000000e+00
75,4.0081129074e+00,3.3614727727e-05,-4.6640463257e+02,1.2193763256e+00,-3.5972596379e-04,0.0000000000e+00
76,4.0064711571e+00,2.7897394830e-05,-4.0579730225e+02,1.2188651562e+00,-3.8322448381e-04,0.0000000000e+00
77,4.0060882568e+00,-6.0116639361e-05,-4.1030383301e+02,1.2180790901e+00,-3.7055969005e-04,0.0000000000e+00
78,4.0058550835e+00,-2.2339487623e-04,-4.1030383301e+02,1.2180790901e+00,-3.7055969005e-04,0.0000000000e+00
79,4.0057806969e+00,-2.5784515310e-04,-4.1030383301e+02,1.2180790901e+00,-3.7055969005e-04,0.0000000000e+00
80,4.0056691170e+00,-5.5672240705e-05,-3.8155157471e+02,1.1813665628e+00,-3.7796021206e-04,0.0000000000e+00
81,4.0041818619e+00,1.0840030154e-04,-3.9792614746e+02,1.2122447491e+00,-3.3493043156e-04,0.0000000000e+00
82,4.0026311874e+00,5.1600025472e-05,-3.9792614746e+02,1.2122447491e+00,-3.3493043156e-04,0.0000000000e+00
83,4.0041017532e+00,2.4675988243e-04,-3.3621258545e+02,1.1816978455e+00,-4.9407960614e-04,0.0000000000e+00
84,4.0021142960e+00,-3.7459431041e-06,-3.9911288452e+02,1.1997741461e+00,-4.2442322592e-04,0.0000000000e+00
85,4.0006670952e+00,3.4881562897e-05,-3.9911288452e+02,1.1997741461e+00,-4.2442322592e-04,0.0000000000e+00
86,4.0016665459e+00,-3.8848724216e-05,-2.7284817505e+02,1.1688101292e+00,-3.4622193198e-04,0.0000000000e+00
87,4.0007600784e+00,6.1041719164e-05,-4.0542852783e+02,1.2085796595e+00,-3.5308836959e-04,0.0000000000e+00
88,4.0013856888e+00,9.0241221187e-05,-2.8317913818e+02,1.1535142660e+00,-3.5980224493e-04,0.0000000000e+00
89,4.0007433891e+00,-1.0166364518e-04,-3.9916424561e+02,1.1859221458e+00,-4.1191102355e-04,0.0000000000e+00
90,4.0003361702e+00,-9.3859343906e-05,-3.9916424561e+02,1.1859221458e+00,-4.1191102355e-04,0.0000000000e+00
91,3.9999687672e+00,-1.0179875972e-04,-3.9916424561e+02,1.1859221458e+00,-4.1191102355e-04,0.0000000000e+00
92,3.9988455772e+00,4.3799899868e-04,-4.2056811523e+02,1.1654756069e+00,-2.8968811966e-04,0.0000000000e+00
93,3.9985451698e+00,-1.2760449317e-04,-4.5181854248e+02,1.1904265881e+00,-4.7256468679e-04,0.0000000000e+00
94,3.9972867966e+00,4.2313948506e-04,-4.2838327026e+02,1.1679944992e+00,-2.9426574474e-04,0.0000000000e+00
95,3.9970173836e+00,3.0260882340e-04,-4.7787829590e+02,1.1727175713e+00,-4.5204162598e-04,0.0000000000e+00
96,3.9968945980e+00,2.9031396843e-04,-4.7787829590e+02,1.1727175713e+00,-4.5204162598e-04,0.0000000000e+00
97,3.9968020916e+00,3.0071518268e-04,-4.7787829590e+02,1.1727175713e+00,-4.5204162598e-04,0.0000000000e+00
98,3.9947395325e+00,1.9576030900e-04,-5.6273669434e+02,1.1837882996e+00,-3.5102842958e-04,0.0000000000e+00
99,3.9942746162e+00,2.9639888089e-04,-5.2360681152e+02,1.1788007021e+00,-3.8917540223e-04,0.0000000000e+00
100,3.9936892986e+00,2.9434671160e-04,-5.2360681152e+02,1.1788007021e+00,-3.8917540223e-04,0.0000000000e+00
101,3.9930801392e+00,2.8620654484e-04,-5.2360681152e+02,1.1788007021e+00,-3.8917540223e-04,0.0000000000e+00
102,3.9924533367e+00,2.8124591336e-04,-5.2360681152e+02,1.1788007021e+00,-3.8917540223e-04,0.0000000000e+00
103,3.9919719696e+00,-1.9363535102e-05,-4.9746353149e+02,1.1633555889e+00,-4.4059753418e-04,0.0000000000e+00
104,3.9913568497e+00,4.3542811909e-05,-5.4415466309e+02,1.1478068829e+00,-5.6175229838e-04,0.0000000000e+00
105,3.9907813072e+00,-1.8633916625e-04,-5.3397003174e+02,1.1728749275e+00,-4.4258116395e-04,0.0000000000e+00
106,3.9904801846e+00,-1.6668914759e-04,-5.3397003174e+02,1.1728749275e+00,-4.4258116395e-04,0.0000000000e+00
107,3.9896228313e+00,-4.8579968279e-06,-4.3418209839e+02,1.1675999165e+00,-3.9390564780e-04,0.0000000000e+00
108,3.9895858765e+00,-1.4043145347e-04,-4.1419302368e+02,1.1716206074e+00,-4.2816161294e-04,0.0000000000e+00
109,3.9886577129e+00,-7.3605428042e-05,-3.5823461914e+02,1.1701105833e+00,-3.2241820008e-04,0.0000000000e+00
110,3.9886736870e+00,-1.0763277533e-04,-3.4855490112e+02,1.1486756802e+00,-4.5211790712e-04,0.0000000000e+00
111,3.9888134003e+00,-6.8698245741e-05,-3.4855490112e+02,1.1486756802e+00,-4.5211790712e-04,0.0000000000e+00
112,3.9880390167e+00,-4.5998756832e-05,-1.8132337952e+02,1.1719640493e+00,-4.0794373490e-04,0.0000000000e+00
113,3.9883439541e+00,-6.1427148466e-05,-1.4969369507e+02,1.1609493494e+00,-4.9667357234e-04,0.0000000000e+00
114,3.9875717163e+00,-1.9380918820e-04,-1.0446851349e+02,1.1531972885e+00,-4.1465758113e-04,0.0000000000e+00
115,3.9869337082e+00,-2.3758942552e-04,-1.0446851349e+02,1.1531972885e+00,-4.1465758113e-04,0.0000000000e+00
116,3.9876406193e+00,-1.2218969641e-04,-5.9765338898e+00,1.1419494152e+00,-4.0641785017e-04,0.0000000000e+00
117,3.9882056713e+00,-9.9468379631e-05,-5.9765338898e+00,1.1419494152e+00,-4.0641785017e-04,0.0000000000e+00
118,3.9876132011e+00,-7.7256685472e-05,8.5563911438e+01,1.1553977728e+00,-3.2966613071e-04,0.0000000000e+00
119,3.9870414734e+00,-7.7068048995e-05,8.5563911438e+01,1.1553977728e+00,-3.2966613071e-04,0.0000000000e+00
120,3.9875085354e+00,-2.2044914658e-04,2.4557514954e+02,1.1520049572e+00,-4.8423768021e-04,0.0000000000e+00
121,3.9879710674e+00,-1.5734913177e-04,2.6106289673e+02,1.1342526674e+00,-3.2997131348e-04,0.0000000000e+00
122,3.9884018898e+00,-1.3388882508e-04,2.6106289673e+02,1.1342526674e+00,-3.2997131348e-04,0.0000000000e+00
123,3.9881985188e+00,-1.2733064068e-05,3.2234375000e+02,1.1425138712e+00,-4.8439027159e-04,0.0000000000e+00
124,3.9880497456e+00,-3.8754384150e-05,3.6583676147e+02,1.1485836506e+00,-4.3304442079e-04,0.0000000000e+00
125,3.9879498482e+00,-1.8344944692e-05,3.6583676147e+02,1.1485836506e+00,-4.3304442079e-04,0.0000000000e+00
126,3.9878768921e+00,-3.9490558265e-05,3.6583676147e+02,1.1485836506e+00,-4.3304442079e-04,0.0000000000e+00
127,3.9911825657e+00,1.3029944967e-04,4.3860629272e+02,1.1148792505e+00,-4.3319701217e-04,0.0000000000e+00
128,3.9900877476e+00,-3.7533877185e-04,3.7500476074e+02,1.1403836012e+00,-2.4040222343e-04,0.0000000000e+00
129,3.9915730953e+00,4.0183294914e-04,4.3132934570e+02,1.1357824802e+00,-3.7773131044e-04,0.0000000000e+00
130,3.9911901951e+00,-1.7432819004e-04,3.7694784546e+02,1.1470084190e+00,-3.5507202847e-04,0.0000000000e+00
131,3.9922976494e+00,2.6779639302e-04,4.4519473267e+02,1.1355143785e+00,-4.6455382835e-04,0.0000000000e+00
132,3.9922814369e+00,-8.4854647866e-05,3.7127935791e+02,1.1510570049e+00,-3.4381865407e-04,0.0000000000e+00
133,3.9932048321e+00,1.7758540343e-04,4.5249313354e+02,1.1350882053e+00,-3.9329528227e-04,0.0000000000e+00
134,3.9938864708e+00,2.9579515103e-04,4.5249313354e+02,1.1350882053e+00,-3.9329528227e-04,0.0000000000e+00
135,3.9936408997e+00,-2.4746981217e-04,3.3481677246e+02,1.1561702490e+00,-2.9228211497e-04,0.0000000000e+00
136,3.9953598976e+00,1.6253918875e-04,4.3714178467e+02,1.1425256729e+00,-3.5663603921e-04,0.0000000000e+00
137,3.9966542721e+00,1.2802000856e-04,4.3714178467e+02,1.1425256729e+00,-3.5663603921e-04,0.0000000000e+00
138,3.9947855473e+00,5.8565019572e-05,3.0067742920e+02,1.1482490301e+00,-3.2852173899e-04,0.0000000000e+00
139,3.9971461296e+00,-8.4158600657e-06,5.1902038574e+02,1.1355865002e+00,-2.9617309337e-04,0.0000000000e+00
140,3.9956870079e+00,1.3795243285e-04,3.1156362915e+02,1.1560716629e+00,-3.0124664772e-04,0.0000000000e+00
141,3.9982285500e+00,-2.5495581212e-05,5.6194128418e+02,1.1340314150e+00,-3.7052153493e-04,0.0000000000e+00
142,3.9966821671e+00,5.9280533605e-05,3.0056988525e+02,1.1529715061e+00,-2.7896880056e-04,0.0000000000e+00
143,3.9983718395e+00,3.2389524858e-04,5.2550158691e+02,1.1398231983e+00,-2.7534484980e-04,0.0000000000e+00
144,3.9985032082e+00,3.3423297282e-05,4.8425033569e+02,1.1419343948e+00,-2.6103973505e-04,0.0000000000e+00
145,3.9993062019e+00,-8.4646955656e-05,4.8725717163e+02,1.1334460974e+00,-3.0265806708e-04,0.0000000000e+00
146,3.9999794960e+00,5.5705706473e-05,4.9664288330e+02,1.1421427727e+00,-2.7217864408e-04,0.0000000000e+00
147,4.0005388260e+00,-2.8597933124e-05,4.9942285156e+02,1.1445651054e+00,-2.3590087949e-04,0.0000000000e+00
148,4.0014972687e+00,1.2851157226e-04,4.8422503662e+02,1.1215841770e+00,-2.3406982655e-04,0.0000000000e+00
149,4.0019001961e+00,-8.3703758719e-05,4.8916156006e+02,1.1348432302e+00,-2.8598785866e-04,0.0000000000e+00
150,4.0025534630e+00,-7.7948665421e-05,4.8916156006e+02,1.1348432302e+00,-2.8598785866e-04,0.0000000000e+00
151,4.0032343864e+00,-7.0411493653e-05,4.8916156006e+02,1.1348432302e+00,-2.8598785866e-04,0.0000000000e+00
152,4.0039324760e+00,-7.1102615038e-05,4.8916156006e+02,1.1348432302e+00,-2.8598785866e-04,0.0000000000e+00
153,4.0042219162e+00,2.2055752925e-04,5.4331433105e+02,1.1089259386e+00,-1.5945433915e-05,0.0000000000e+00
154,4.0051784515e+00,4.0157008334e-04,4.7635299683e+02,1.1565759182e+00,-2.0500183746e-04,0.0000000000e+00
155,4.0054306984e+00,1.0051104618e-04,4.7509506226e+02,1.1193774939e+00,-1.5827179595e-04,0.0000000000e+00
156,4.0058603287e+00,4.3474916311e-05,4.9084011841e+02,1.1297403574e+00,-6.8931578426e-05,0.0000000000e+00
157,4.0063400269e+00,8.2191982074e-06,4.9084011841e+02,1.1297403574e+00,-6.8931578426e-05,0.0000000000e+00
158,4.0068421364e+00,1.5729264123e-04,4.2124371338e+02,1.1151785851e+00,-2.8263090644e-04,0.0000000000e+00
159,4.0071911812e+00,1.8132165133e-04,4.2124371338e+02,1.1151785851e+00,-2.8263090644e-04,0.0000000000e+00
160,4.0080299377e+00,3.6080574500e-04,4.6703393555e+02,1.1308876276e+00,-9.9105833215e-05,0.0000000000e+00
161,4.0083947182e+00,1.6958912602e-04,3.4622738647e+02,1.1221865416e+00,-6.3934327045e-05,0.0000000000e+00
162,4.0083503723e+00,1.8281408120e-04,3.7029058838e+02,1.1135821342e+00,1.6212463379e-05,0.0000000000e+00
163,4.0082941055e+00,2.2312080546e-04,3.7029058838e+02,1.1135821342e+00,1.6212463379e-05,0.0000000000e+00
164,4.0095314980e+00,2.0511541516e-04,1.7329701233e+02,1.1323754787e+00,-2.4826050503e-04,0.0000000000e+00
165,4.0089297295e+00,4.3945474317e-04,2.8567510986e+02,1.1062991619e+00,-1.1642456229e-04,0.0000000000e+00
166,4.0080442429e+00,4.3312238995e-04,2.8567510986e+02,1.1062991619e+00,-1.1642456229e-04,0.0000000000e+00
167,4.0092382431e+00,2.5922700297e-04,1.8277096748e-01,1.1328418255e+00,-3.2043455576e-05,0.0000000000e+00
168,4.0106678009e+00,2.6547565358e-04,1.8277096748e-01,1.1328418255e+00,-3.2043455576e-05,0.0000000000e+00
169,4.0121507645e+00,2.9184680898e-04,1.8277096748e-01,1.1328418255e+00,-3.2043455576e-05,0.0000000000e+00
170,4.0102024078e+00,3.8676551776e-04,7.8876129150e+01,1.0794222355e+00,-2.2125244868e-05,0.0000000000e+00
171,4.0080819130e+00,3.6615988938e-04,7.8876129150e+01,1.0794222355e+00,-2.2125244868e-05,0.0000000000e+00
172,4.0087833405e+00,1.5253890888e-04,-3.1820770264e+02,1.1412918568e+00,7.3699950008e-05,0.0000000000e+00
173,4.0085668564e+00,9.7492797067e-05,-2.2070947266e+02,1.1128686666e+00,3.8986207073e-05,0.0000000000e+00
174,4.0084185600e+00,1.2369087199e-04,-2.2070947266e+02,1.1128686666e+00,3.8986207073e-05,0.0000000000e+00
175,4.0082592964e+00,1.4369488053e-04,-2.2070947266e+02,1.1128686666e+00,3.8986207073e-05,0.0000000000e+00
176,4.0084056854e+00,4.6534833382e-04,-3.6014279175e+02,1.0955646038e+00,-6.9274901762e-05,0.0000000000e+00
177,4.0081858635e+00,4.1109439917e-04,-3.6014279175e+02,1.0955646038e+00,-6.9274901762e-05,0.0000000000e+00
178,4.0069093704e+00,6.0056830989e-05,-3.0140786743e+02,1.1208322048e+00,2.4185181246e-04,0.0000000000e+00
179,4.0069413185e+00,3.2171656494e-04,-3.6976715088e+02,1.1103529930e+00,-5.9280395362e-05,0.0000000000e+00
180,4.0066909790e+00,3.4489706741e-04,-3.6976715088e+02,1.1103529930e+00,-5.9280395362e-05,0.0000000000e+00
181,4.0063796043e+00,2.9770942638e-04,-3.6976715088e+02,1.1103529930e+00,-5.9280395362e-05,0.0000000000e+00
182,4.0045456886e+00,-6.2308117776e-06,-4.3819348145e+02,1.0915428400e+00,4.0580748464e-04,0.0000000000e+00
183,4.0052614212e+00,1.6869146202e-04,-4.0034457397e+02,1.0921512842e+00,6.2255858211e-05,0.0000000000e+00
184,4.0058016777e+00,1.9979635545e-04,-4.0034457397e+02,1.0921512842e+00,6.2255858211e-05,0.0000000000e+00
185,4.0062813759e+00,1.8976835418e-04,-4.0034457397e+02,1.0921512842e+00,6.2255858211e-05,0.0000000000e+00
186,4.0067400932e+00,1.8261361402e-04,-4.0034457397e+02,1.0921512842e+00,6.2255858211e-05,0.0000000000e+00
187,4.0023488998e+00,6.4777588705e-05,-5.2039904785e+02,1.1053764820e+00,2.6313783019e-04,0.0000000000e+00
188,4.0027661324e+00,1.2016577966e-04,-4.2764916992e+02,1.1002485752e+00,5.6915283494e-05,0.0000000000e+00
189,4.0031523705e+00,1.2589483231e-04,-4.2764916992e+02,1.1002485752e+00,5.6915283494e-05,0.0000000000e+00
190,4.0035347939e+00,1.3754917018e-04,-4.2764916992e+02,1.1002485752e+00,5.6915283494e-05,0.0000000000e+00
191,4.0039052963e+00,1.4988689509e-04,-4.2764916992e+02,1.1002485752e+00,5.6915283494e-05,0.0000000000e+00
192,4.0042619705e+00,1.6205021529e-04,-4.2764916992e+02,1.1002485752e+00,5.6915283494e-05,0.0000000000e+00
193,3.9989197254e+00,-1.1847168207e-04,-5.9033374023e+02,1.0377252102e+00,5.3001404740e-04,0.0000000000e+00
194,4.0002775192e+00,-1.0294252570e-04,-4.0810385132e+02,1.0704693794e+00,3.0830383184e-04,0.0000000000e+00
195,4.0017161369e+00,-8.5403175035e-05,-4.0810385132e+02,1.0704693794e+00,3.0830383184e-04,0.0000000000e+00
196,4.0031757355e+00,-4.4215121306e-05,-4.0810385132e+02,1.0704693794e+00,3.0830383184e-04,0.0000000000e+00
197,4.0046277046e+00,-2.6698544389e-06,-4.0810385132e+02,1.0704693794e+00,3.0830383184e-04,0.0000000000e+00
198,3.9967656136e+00,8.1811856944e-05,-6.3552581787e+02,1.0975745916e+00,-2.8533935620e-05,0.0000000000e+00
199,3.9968161583e+00,-1.9095907919e-04,-4.6943557739e+02,1.1177555323e+00,-2.1972657123e-05,0.0000000000e+00
200,3.9971737862e+00,-1.9624462584e-04,-4.6943557739e+02,1.1177555323e+00,-2.1972657123e-05,0.0000000000e+00
201,3.9931287766e+00,-1.0590557213e-04,-5.1812438965e+02,1.0460581779e+00,2.6687621721e-04,0.0000000000e+00
202,3.9889779091e+00,-1.5538067964e-04,-5.1812438965e+02,1.0460581779e+00,2.6687621721e-04,0.0000000000e+00
203,3.9936485291e+00,3.0332658207e-04,-1.9631417847e+02,1.0832210779e+00,4.8675536527e-04,0.0000000000e+00
204,3.9924223423e+00,5.0421175547e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
205,3.9909477234e+00,4.9544509966e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
206,3.9894514084e+00,4.5946007594e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
207,3.9879631996e+00,4.2476324597e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
208,3.9864840508e+00,3.9262205246e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
209,3.9850139618e+00,3.6285491660e-04,-4.0203344727e+02,1.0778027773e+00,4.0443419130e-04,0.0000000000e+00
210,3.9899990559e+00,3.0336479540e-04,-3.6425311279e+02,1.0639717579e+00,-2.8823851608e-04,0.0000000000e+00
211,3.9882562160e+00,-9.5693445473e-05,-4.8817089844e+02,1.0984711647e+00,-4.4792174594e-04,0.0000000000e+00
212,3.9869995117e+00,-1.6232625057e-05,-4.8817089844e+02,1.0984711647e+00,-4.4792174594e-04,0.0000000000e+00
213,3.9886126518e+00,9.8488089861e-06,-2.2615188599e+01,1.0699056387e+00,1.1372375302e-03,0.0000000000e+00
214,3.9900965691e+00,-9.1606576461e-05,-2.2615188599e+01,1.0699056387e+00,1.1372375302e-03,0.0000000000e+00
215,3.9873743057e+00,5.5766827427e-04,-3.9872952271e+02,1.0591117144e+00,4.7882078798e-04,0.0000000000e+00
216,3.9841718674e+00,6.7144504283e-04,-3.9872952271e+02,1.0591117144e+00,4.7882078798e-04,0.0000000000e+00
217,3.9872076511e+00,2.2614268528e-04,2.3544185638e+01,1.0863455534e+00,-3.9642333286e-04,0.0000000000e+00
